Insurance state,By State,Insurance class,Time Period,Time Period Label,,,,,
Uninsured at the Time of Interview,Ohio,2,14,"Sep 2 - Sep 14, 2020",,,,,
Uninsured at the Time of Interview,Oklahoma,2,14,"Sep 2 - Sep 14, 2020",,,,,
Uninsured at the Time of Interview,Oregon,2,14,"Sep 2 - Sep 14, 2020",,,,,
Uninsured at the Time of Interview,Pennsylvania,2,14,"Sep 2 - Sep 14, 2020",,,,,
Uninsured at the Time of Interview,Rhode Island,2,14,"Sep 2 - Sep 14, 2020",,,,,
Uninsured at the Time of Interview,South Carolina,2,14,"Sep 2 - Sep 14, 2020",,,,,
Uninsured at the Time of Interview,South Dakota,2,14,"Sep 2 - Sep 14, 2020",,,,,
Uninsured at the Time of Interview,Tennessee,2,14,"Sep 2 - Sep 14, 2020",,,,,
Uninsured at the Time of Interview,Texas,2,14,"Sep 2 - Sep 14, 2020",,,,,
Uninsured at the Time of Interview,Utah,2,14,"Sep 2 - Sep 14, 2020",,,,,
Uninsured at the Time of Interview,Vermont,2,14,"Sep 2 - Sep 14, 2020",,,,,
Uninsured at the Time of Interview,Virginia,2,14,"Sep 2 - Sep 14, 2020",,,,,
Uninsured at the Time of Interview,Washington,2,14,"Sep 2 - Sep 14, 2020",,,,,
Uninsured at the Time of Interview,West Virginia,2,14,"Sep 2 - Sep 14, 2020",,,,,
Uninsured at the Time of Interview,Wisconsin,2,14,"Sep 2 - Sep 14, 2020",,,,,
Uninsured at the Time of Interview,Wyoming,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Alabama,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Alaska,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Arizona,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Arkansas,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,California,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Colorado,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Connecticut,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Delaware,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,District of Columbia,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Florida,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Georgia,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Hawaii,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Idaho,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Illinois,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Indiana,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Iowa,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Kansas,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Kentucky,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Louisiana,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Maine,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Maryland,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Massachusetts,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Michigan,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Minnesota,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Mississippi,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Missouri,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Montana,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Nebraska,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Nevada,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,New Hampshire,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,New Jersey,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,New Mexico,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,New York,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,North Carolina,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,North Dakota,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Ohio,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Oklahoma,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Oregon,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Pennsylvania,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Rhode Island,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,South Carolina,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,South Dakota,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Tennessee,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Texas,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Utah,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Vermont,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Virginia,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Washington,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,West Virginia,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Wisconsin,2,14,"Sep 2 - Sep 14, 2020",,,,,
Public Health Insurance Coverage,Wyoming,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Alabama,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Alaska,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Arizona,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Arkansas,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,California,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Colorado,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Connecticut,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Delaware,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,District of Columbia,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Florida,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Georgia,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Hawaii,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Idaho,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Illinois,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Indiana,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Iowa,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Kansas,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Kentucky,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Louisiana,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Maine,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Maryland,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Massachusetts,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Michigan,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Minnesota,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Mississippi,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Missouri,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Montana,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Nebraska,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Nevada,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,New Hampshire,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,New Jersey,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,New Mexico,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,New York,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,North Carolina,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,North Dakota,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Ohio,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Oklahoma,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Oregon,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Pennsylvania,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Rhode Island,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,South Carolina,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,South Dakota,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Tennessee,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Texas,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Utah,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Vermont,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Virginia,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Washington,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,West Virginia,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Wisconsin,2,14,"Sep 2 - Sep 14, 2020",,,,,
Private Health Insurance Coverage,Wyoming,2,14,"Sep 2 - Sep 14, 2020",,,,,
Uninsured at the Time of Interview,Alabama,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Alaska,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Arizona,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Arkansas,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,California,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Colorado,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Connecticut,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Delaware,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,District of Columbia,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Florida,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Georgia,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Hawaii,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Idaho,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Illinois,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Indiana,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Iowa,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Kansas,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Kentucky,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Louisiana,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Maine,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Maryland,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Massachusetts,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Michigan,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Minnesota,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Mississippi,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Missouri,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Montana,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Nebraska,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Nevada,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,New Hampshire,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,New Jersey,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,New Mexico,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,New York,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,North Carolina,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,North Dakota,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Ohio,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Oklahoma,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Oregon,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Pennsylvania,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Rhode Island,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,South Carolina,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,South Dakota,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Tennessee,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Texas,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Utah,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Vermont,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Virginia,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Washington,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,West Virginia,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Wisconsin,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Wyoming,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Alabama,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Alaska,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Arizona,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Arkansas,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,California,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Colorado,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Connecticut,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Delaware,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,District of Columbia,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Florida,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Georgia,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Hawaii,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Idaho,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Illinois,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Indiana,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Iowa,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Kansas,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Kentucky,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Louisiana,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Maine,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Maryland,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Massachusetts,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Michigan,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Minnesota,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Mississippi,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Missouri,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Montana,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Nebraska,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Nevada,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,New Hampshire,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,New Jersey,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,New Mexico,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,New York,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,North Carolina,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,North Dakota,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Ohio,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Oklahoma,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Oregon,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Pennsylvania,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Rhode Island,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,South Carolina,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,South Dakota,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Tennessee,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Texas,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Utah,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Vermont,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Virginia,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Washington,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,West Virginia,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Wisconsin,2,15,"Sep 16 - Sep 28, 2020",,,,,
Public Health Insurance Coverage,Wyoming,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Alabama,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Alaska,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Arizona,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Arkansas,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,California,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Colorado,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Connecticut,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Delaware,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,District of Columbia,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Florida,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Georgia,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Hawaii,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Idaho,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Illinois,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Indiana,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Iowa,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Kansas,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Kentucky,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Louisiana,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Maine,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Maryland,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Massachusetts,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Michigan,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Minnesota,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Mississippi,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Missouri,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Montana,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Nebraska,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Nevada,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,New Hampshire,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,New Jersey,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,New Mexico,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,New York,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,North Carolina,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,North Dakota,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Ohio,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Oklahoma,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Oregon,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Pennsylvania,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Rhode Island,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,South Carolina,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,South Dakota,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Tennessee,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Texas,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Utah,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Vermont,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Virginia,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Washington,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,West Virginia,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Wisconsin,2,15,"Sep 16 - Sep 28, 2020",,,,,
Private Health Insurance Coverage,Wyoming,2,15,"Sep 16 - Sep 28, 2020",,,,,
Uninsured at the Time of Interview,Alabama,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,Alaska,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,Arizona,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,Arkansas,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,California,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,Colorado,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,Connecticut,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,Delaware,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,District of Columbia,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,Florida,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,Georgia,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,Hawaii,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,Idaho,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,Illinois,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,Indiana,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,Iowa,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,Kansas,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,Kentucky,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,Louisiana,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,Maine,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,Maryland,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,Massachusetts,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,Michigan,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,Minnesota,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,Mississippi,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,Missouri,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,Montana,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,Nebraska,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,Nevada,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,New Hampshire,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,New Jersey,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,New Mexico,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,New York,2,16,"Sep 30 - Oct 12, 2020",,,,,
Uninsured at the Time of Interview,North Carolina,2,16,"Sep 30 - Oct 12, 2020",,,,,
